"plot_id";"PM_LEAF_PC";"bbch_stage";"observation_date"
"2C";2;"BBCH 69";"2024-06-05"
"2C";1;"BBCH 69";"2024-06-05"
"2C";2;"BBCH 69";"2024-06-05"
"2C";3;"BBCH 69";"2024-06-05"
"2C";1;"BBCH 69";"2024-06-05"
"2C";3;"BBCH 69";"2024-06-05"
"2C";2;"BBCH 69";"2024-06-05"
"2C";2;"BBCH 69";"2024-06-05"
"2C";2;"BBCH 69";"2024-06-05"
"2C";3;"BBCH 69";"2024-06-05"
"2C";2;"BBCH 69";"2024-06-05"
"2C";1;"BBCH 69";"2024-06-05"
"2C";1;"BBCH 69";"2024-06-05"
"2C";1;"BBCH 69";"2024-06-05"
"2C";1;"BBCH 69";"2024-06-05"
"2D";4;"BBCH 69";"2024-06-05"
"2D";5;"BBCH 69";"2024-06-05"
"2D";5;"BBCH 69";"2024-06-05"
"2D";3;"BBCH 69";"2024-06-05"
"2D";3;"BBCH 69";"2024-06-05"
"2D";3;"BBCH 69";"2024-06-05"
"2D";1;"BBCH 69";"2024-06-05"
"2D";3;"BBCH 69";"2024-06-05"
"2D";1;"BBCH 69";"2024-06-05"
"2D";1;"BBCH 69";"2024-06-05"
"2D";2;"BBCH 69";"2024-06-05"
"2D";4;"BBCH 69";"2024-06-05"
"2D";2;"BBCH 69";"2024-06-05"
"2D";1;"BBCH 69";"2024-06-05"
"2D";2;"BBCH 69";"2024-06-05"
"2D";3;"BBCH 69";"2024-06-05"
"2D";1;"BBCH 69";"2024-06-05"
"2D";1;"BBCH 69";"2024-06-05"
"2D";2;"BBCH 69";"2024-06-05"
"2D";2;"BBCH 69";"2024-06-05"
"2D";1;"BBCH 69";"2024-06-05"
"2D";4;"BBCH 69";"2024-06-05"
"2D";3;"BBCH 69";"2024-06-05"
"2D";4;"BBCH 69";"2024-06-05"
"2D";1;"BBCH 69";"2024-06-05"
"2D";3;"BBCH 69";"2024-06-05"
"2D";2;"BBCH 69";"2024-06-05"
"2D";2;"BBCH 69";"2024-06-05"
"2D";2;"BBCH 69";"2024-06-05"
"2D";1;"BBCH 69";"2024-06-05"
"2D";1;"BBCH 69";"2024-06-05"
"2D";3;"BBCH 69";"2024-06-05"
"2D";2;"BBCH 69";"2024-06-05"
"2D";3;"BBCH 69";"2024-06-05"
"2D";2;"BBCH 69";"2024-06-05"
"2D";3;"BBCH 69";"2024-06-05"
"2D";1;"BBCH 69";"2024-06-05"
"2D";1;"BBCH 69";"2024-06-05"
"2D";2;"BBCH 69";"2024-06-05"
"2D";3;"BBCH 69";"2024-06-05"
"2D";1;"BBCH 69";"2024-06-05"
"2D";4;"BBCH 69";"2024-06-05"
"2D";2;"BBCH 69";"2024-06-05"
"2D";2;"BBCH 69";"2024-06-05"
"2D";2;"BBCH 69";"2024-06-05"
"2D";1;"BBCH 69";"2024-06-05"
"2D";3;"BBCH 69";"2024-06-05"
"2D";3;"BBCH 69";"2024-06-05"
"2D";1;"BBCH 69";"2024-06-05"
"2D";5;"BBCH 69";"2024-06-05"
"2D";2;"BBCH 69";"2024-06-05"
"2D";1;"BBCH 69";"2024-06-05"
"2D";3;"BBCH 69";"2024-06-05"
"2D";2;"BBCH 69";"2024-06-05"
"2D";2;"BBCH 69";"2024-06-05"
"2D";3;"BBCH 69";"2024-06-05"
"2D";1;"BBCH 69";"2024-06-05"
"2D";2;"BBCH 69";"2024-06-05"
"2D";6;"BBCH 69";"2024-06-05"
"2D";2;"BBCH 69";"2024-06-05"
"2D";3;"BBCH 69";"2024-06-05"
"2D";2;"BBCH 69";"2024-06-05"
"2D";4;"BBCH 69";"2024-06-05"
"2D";1;"BBCH 69";"2024-06-05"
"3A";4;"BBCH 69";"2024-06-05"
"3A";3;"BBCH 69";"2024-06-05"
"3A";1;"BBCH 69";"2024-06-05"
"3A";2;"BBCH 69";"2024-06-05"
"3A";3;"BBCH 69";"2024-06-05"
"3A";1;"BBCH 69";"2024-06-05"
"3A";1;"BBCH 69";"2024-06-05"
"3A";2;"BBCH 69";"2024-06-05"
"3A";4;"BBCH 69";"2024-06-05"
"3A";2;"BBCH 69";"2024-06-05"
"3A";1;"BBCH 69";"2024-06-05"
"3A";1;"BBCH 69";"2024-06-05"
"3A";4;"BBCH 69";"2024-06-05"
"3A";1;"BBCH 69";"2024-06-05"
"3A";1;"BBCH 69";"2024-06-05"
"3A";4;"BBCH 69";"2024-06-05"
"3A";3;"BBCH 69";"2024-06-05"
"3A";1;"BBCH 69";"2024-06-05"
"3A";4;"BBCH 69";"2024-06-05"
"3A";2;"BBCH 69";"2024-06-05"
"3A";1;"BBCH 69";"2024-06-05"
"3A";1;"BBCH 69";"2024-06-05"
"3A";1;"BBCH 69";"2024-06-05"
"3A";2;"BBCH 69";"2024-06-05"
"3A";2;"BBCH 69";"2024-06-05"
"3A";2;"BBCH 69";"2024-06-05"
"3A";2;"BBCH 69";"2024-06-05"
"3A";2;"BBCH 69";"2024-06-05"
"3A";1;"BBCH 69";"2024-06-05"
"3A";1;"BBCH 69";"2024-06-05"
"3A";2;"BBCH 69";"2024-06-05"
"3A";3;"BBCH 69";"2024-06-05"
"3A";3;"BBCH 69";"2024-06-05"
"3A";1;"BBCH 69";"2024-06-05"
"3A";2;"BBCH 69";"2024-06-05"
"3A";3;"BBCH 69";"2024-06-05"
"3A";2;"BBCH 69";"2024-06-05"
"3A";2;"BBCH 69";"2024-06-05"
"3A";1;"BBCH 69";"2024-06-05"
"3A";5;"BBCH 69";"2024-06-05"
"3A";3;"BBCH 69";"2024-06-05"
"3A";1;"BBCH 69";"2024-06-05"
"3A";1;"BBCH 69";"2024-06-05"
"3A";2;"BBCH 69";"2024-06-05"
"3A";1;"BBCH 69";"2024-06-05"
"3A";2;"BBCH 69";"2024-06-05"
"3A";4;"BBCH 69";"2024-06-05"
"3A";1;"BBCH 69";"2024-06-05"
"3A";1;"BBCH 69";"2024-06-05"
"3B";1;"BBCH 69";"2024-06-05"
"3B";1;"BBCH 69";"2024-06-05"
"3B";10;"BBCH 69";"2024-06-05"
"3B";1;"BBCH 69";"2024-06-05"
"3B";2;"BBCH 69";"2024-06-05"
"3B";2;"BBCH 69";"2024-06-05"
"3B";1;"BBCH 69";"2024-06-05"
"3B";4;"BBCH 69";"2024-06-05"
"3B";1;"BBCH 69";"2024-06-05"
"3B";1;"BBCH 69";"2024-06-05"
"3B";2;"BBCH 69";"2024-06-05"
"3B";1;"BBCH 69";"2024-06-05"
"3B";1;"BBCH 69";"2024-06-05"
"3B";1;"BBCH 69";"2024-06-05"
"3B";4;"BBCH 69";"2024-06-05"
"3B";3;"BBCH 69";"2024-06-05"
"3B";1;"BBCH 69";"2024-06-05"
"3B";4;"BBCH 69";"2024-06-05"
"3B";1;"BBCH 69";"2024-06-05"
"3B";1;"BBCH 69";"2024-06-05"
"3B";2;"BBCH 69";"2024-06-05"
"3B";2;"BBCH 69";"2024-06-05"
"3B";6;"BBCH 69";"2024-06-05"
"3B";3;"BBCH 69";"2024-06-05"
"3B";2;"BBCH 69";"2024-06-05"
"3B";3;"BBCH 69";"2024-06-05"
"3B";1;"BBCH 69";"2024-06-05"
"3B";2;"BBCH 69";"2024-06-05"
"3B";3;"BBCH 69";"2024-06-05"
"3B";2;"BBCH 69";"2024-06-05"
"3B";2;"BBCH 69";"2024-06-05"
"3B";2;"BBCH 69";"2024-06-05"
"3B";1;"BBCH 69";"2024-06-05"
"3B";2;"BBCH 69";"2024-06-05"
"3B";1;"BBCH 69";"2024-06-05"
"3B";2;"BBCH 69";"2024-06-05"
"3B";3;"BBCH 69";"2024-06-05"
"3B";1;"BBCH 69";"2024-06-05"
"3B";2;"BBCH 69";"2024-06-05"
"3B";3;"BBCH 69";"2024-06-05"
"3B";4;"BBCH 69";"2024-06-05"
"3B";1;"BBCH 69";"2024-06-05"
"3B";2;"BBCH 69";"2024-06-05"
"3B";1;"BBCH 69";"2024-06-05"
"3B";1;"BBCH 69";"2024-06-05"
"3B";1;"BBCH 69";"2024-06-05"
"3B";2;"BBCH 69";"2024-06-05"
"3B";3;"BBCH 69";"2024-06-05"
"3B";1;"BBCH 69";"2024-06-05"
"3B";1;"BBCH 69";"2024-06-05"
"3B";1;"BBCH 69";"2024-06-05"
"3B";2;"BBCH 69";"2024-06-05"
"3B";2;"BBCH 69";"2024-06-05"
"3B";1;"BBCH 69";"2024-06-05"
"3B";3;"BBCH 69";"2024-06-05"
"3B";1;"BBCH 69";"2024-06-05"
"3B";3;"BBCH 69";"2024-06-05"
"3B";2;"BBCH 69";"2024-06-05"
"3B";1;"BBCH 69";"2024-06-05"
"3B";2;"BBCH 69";"2024-06-05"
"3B";1;"BBCH 69";"2024-06-05"
"3C";2;"BBCH 69";"2024-06-05"
"3C";2;"BBCH 69";"2024-06-05"
"3C";1;"BBCH 69";"2024-06-05"
"3C";2;"BBCH 69";"2024-06-05"
"3C";2;"BBCH 69";"2024-06-05"
"3C";1;"BBCH 69";"2024-06-05"
"3C";4;"BBCH 69";"2024-06-05"
"3C";3;"BBCH 69";"2024-06-05"
"3C";1;"BBCH 69";"2024-06-05"
"3C";2;"BBCH 69";"2024-06-05"
"3C";3;"BBCH 69";"2024-06-05"
"3C";4;"BBCH 69";"2024-06-05"
"3C";4;"BBCH 69";"2024-06-05"
"3C";3;"BBCH 69";"2024-06-05"
"3C";1;"BBCH 69";"2024-06-05"
"3C";2;"BBCH 69";"2024-06-05"
"3C";1;"BBCH 69";"2024-06-05"
"3C";2;"BBCH 69";"2024-06-05"
"3C";4;"BBCH 69";"2024-06-05"
"3C";4;"BBCH 69";"2024-06-05"
"3C";4;"BBCH 69";"2024-06-05"
"3C";1;"BBCH 69";"2024-06-05"
"3C";2;"BBCH 69";"2024-06-05"
"3C";3;"BBCH 69";"2024-06-05"
"3C";6;"BBCH 69";"2024-06-05"
"3C";2;"BBCH 69";"2024-06-05"
"3C";3;"BBCH 69";"2024-06-05"
"3C";2;"BBCH 69";"2024-06-05"
"3C";4;"BBCH 69";"2024-06-05"
"3C";4;"BBCH 69";"2024-06-05"
"3C";1;"BBCH 69";"2024-06-05"
"3C";2;"BBCH 69";"2024-06-05"
"3C";5;"BBCH 69";"2024-06-05"
"3C";1;"BBCH 69";"2024-06-05"
"3C";2;"BBCH 69";"2024-06-05"
"3C";3;"BBCH 69";"2024-06-05"
"3C";2;"BBCH 69";"2024-06-05"
"3C";2;"BBCH 69";"2024-06-05"
"3C";2;"BBCH 69";"2024-06-05"
"3C";2;"BBCH 69";"2024-06-05"
"3C";2;"BBCH 69";"2024-06-05"
"3C";2;"BBCH 69";"2024-06-05"
"3C";4;"BBCH 69";"2024-06-05"
"3C";3;"BBCH 69";"2024-06-05"
"3C";1;"BBCH 69";"2024-06-05"
"3C";1;"BBCH 69";"2024-06-05"
"3C";2;"BBCH 69";"2024-06-05"
"3C";2;"BBCH 69";"2024-06-05"
"3C";2;"BBCH 69";"2024-06-05"
"3C";5;"BBCH 69";"2024-06-05"
"3C";3;"BBCH 69";"2024-06-05"
"3C";4;"BBCH 69";"2024-06-05"
"3C";4;"BBCH 69";"2024-06-05"
"3C";2;"BBCH 69";"2024-06-05"
"3C";4;"BBCH 69";"2024-06-05"
"3C";3;"BBCH 69";"2024-06-05"
"3C";4;"BBCH 69";"2024-06-05"
"3C";1;"BBCH 69";"2024-06-05"
"3C";2;"BBCH 69";"2024-06-05"
"3C";2;"BBCH 69";"2024-06-05"
"3C";2;"BBCH 69";"2024-06-05"
"3C";1;"BBCH 69";"2024-06-05"
"3C";1;"BBCH 69";"2024-06-05"
"3C";3;"BBCH 69";"2024-06-05"
"3C";1;"BBCH 69";"2024-06-05"
"3C";3;"BBCH 69";"2024-06-05"
"3D";1;"BBCH 69";"2024-06-05"
"3D";1;"BBCH 69";"2024-06-05"
"3D";3;"BBCH 69";"2024-06-05"
"3D";3;"BBCH 69";"2024-06-05"
"3D";3;"BBCH 69";"2024-06-05"
"3D";1;"BBCH 69";"2024-06-05"
"3D";1;"BBCH 69";"2024-06-05"
"3D";1;"BBCH 69";"2024-06-05"
"3D";1;"BBCH 69";"2024-06-05"
"3D";5;"BBCH 69";"2024-06-05"
"3D";3;"BBCH 69";"2024-06-05"
"3D";2;"BBCH 69";"2024-06-05"
"3D";1;"BBCH 69";"2024-06-05"
"3D";1;"BBCH 69";"2024-06-05"
"3D";2;"BBCH 69";"2024-06-05"
"3D";1;"BBCH 69";"2024-06-05"
"3D";5;"BBCH 69";"2024-06-05"
"3D";6;"BBCH 69";"2024-06-05"
"3D";1;"BBCH 69";"2024-06-05"
"3D";4;"BBCH 69";"2024-06-05"
"3D";4;"BBCH 69";"2024-06-05"
"3D";1;"BBCH 69";"2024-06-05"
"3D";1;"BBCH 69";"2024-06-05"
"3D";3;"BBCH 69";"2024-06-05"
"3D";2;"BBCH 69";"2024-06-05"
"3D";3;"BBCH 69";"2024-06-05"
"3D";1;"BBCH 69";"2024-06-05"
"3D";4;"BBCH 69";"2024-06-05"
"3D";2;"BBCH 69";"2024-06-05"
"3D";1;"BBCH 69";"2024-06-05"
"3D";1;"BBCH 69";"2024-06-05"
"3D";3;"BBCH 69";"2024-06-05"
"3D";2;"BBCH 69";"2024-06-05"
"3D";1;"BBCH 69";"2024-06-05"
"3D";1;"BBCH 69";"2024-06-05"
"3D";3;"BBCH 69";"2024-06-05"
"3D";1;"BBCH 69";"2024-06-05"
"3D";1;"BBCH 69";"2024-06-05"
"3D";1;"BBCH 69";"2024-06-05"
"3D";1;"BBCH 69";"2024-06-05"
"3D";1;"BBCH 69";"2024-06-05"
"3D";1;"BBCH 69";"2024-06-05"
"3D";2;"BBCH 69";"2024-06-05"
"3D";1;"BBCH 69";"2024-06-05"
"3D";2;"BBCH 69";"2024-06-05"
"3D";2;"BBCH 69";"2024-06-05"
"4A";2;"BBCH 69";"2024-06-05"
"4A";1;"BBCH 69";"2024-06-05"
"4A";1;"BBCH 69";"2024-06-05"
"4A";2;"BBCH 69";"2024-06-05"
"4A";3;"BBCH 69";"2024-06-05"
"4A";1;"BBCH 69";"2024-06-05"
"4A";1;"BBCH 69";"2024-06-05"
"4A";15;"BBCH 69";"2024-06-05"
"4A";5;"BBCH 69";"2024-06-05"
"4A";4;"BBCH 69";"2024-06-05"
"4A";2;"BBCH 69";"2024-06-05"
"4A";15;"BBCH 69";"2024-06-05"
"4A";5;"BBCH 69";"2024-06-05"
"4A";4;"BBCH 69";"2024-06-05"
"4A";1;"BBCH 69";"2024-06-05"
"4A";2;"BBCH 69";"2024-06-05"
"4A";1;"BBCH 69";"2024-06-05"
"4A";1;"BBCH 69";"2024-06-05"
"4A";2;"BBCH 69";"2024-06-05"
"4A";1;"BBCH 69";"2024-06-05"
"4A";4;"BBCH 69";"2024-06-05"
"4A";7;"BBCH 69";"2024-06-05"
"4A";1;"BBCH 69";"2024-06-05"
"4A";2;"BBCH 69";"2024-06-05"
"4A";1;"BBCH 69";"2024-06-05"
"4A";1;"BBCH 69";"2024-06-05"
"4A";2;"BBCH 69";"2024-06-05"
"4A";1;"BBCH 69";"2024-06-05"
"4A";2;"BBCH 69";"2024-06-05"
"4A";3;"BBCH 69";"2024-06-05"
"4A";1;"BBCH 69";"2024-06-05"
"4A";1;"BBCH 69";"2024-06-05"
"4A";1;"BBCH 69";"2024-06-05"
"4A";2;"BBCH 69";"2024-06-05"
"4A";2;"BBCH 69";"2024-06-05"
"4A";1;"BBCH 69";"2024-06-05"
"4A";1;"BBCH 69";"2024-06-05"
"4A";1;"BBCH 69";"2024-06-05"
"4A";1;"BBCH 69";"2024-06-05"
"4A";1;"BBCH 69";"2024-06-05"
"4A";2;"BBCH 69";"2024-06-05"
"4A";1;"BBCH 69";"2024-06-05"
"4A";2;"BBCH 69";"2024-06-05"
"4A";1;"BBCH 69";"2024-06-05"
"4A";3;"BBCH 69";"2024-06-05"
"4A";1;"BBCH 69";"2024-06-05"
"4A";1;"BBCH 69";"2024-06-05"
"4A";1;"BBCH 69";"2024-06-05"
"4A";2;"BBCH 69";"2024-06-05"
"4A";1;"BBCH 69";"2024-06-05"
"4A";2;"BBCH 69";"2024-06-05"
"4A";1;"BBCH 69";"2024-06-05"
"4B";4;"BBCH 69";"2024-06-05"
"4B";2;"BBCH 69";"2024-06-05"
"4B";3;"BBCH 69";"2024-06-05"
"4B";3;"BBCH 69";"2024-06-05"
"4B";2;"BBCH 69";"2024-06-05"
"4B";3;"BBCH 69";"2024-06-05"
"4B";2;"BBCH 69";"2024-06-05"
"4B";1;"BBCH 69";"2024-06-05"
"4B";1;"BBCH 69";"2024-06-05"
"4B";1;"BBCH 69";"2024-06-05"
"4B";2;"BBCH 69";"2024-06-05"
"4B";1;"BBCH 69";"2024-06-05"
"4B";4;"BBCH 69";"2024-06-05"
"4B";2;"BBCH 69";"2024-06-05"
"4B";2;"BBCH 69";"2024-06-05"
"4B";1;"BBCH 69";"2024-06-05"
"4B";4;"BBCH 69";"2024-06-05"
"4B";2;"BBCH 69";"2024-06-05"
"4B";3;"BBCH 69";"2024-06-05"
"4B";8;"BBCH 69";"2024-06-05"
"4B";1;"BBCH 69";"2024-06-05"
"4B";1;"BBCH 69";"2024-06-05"
"4B";3;"BBCH 69";"2024-06-05"
"4B";3;"BBCH 69";"2024-06-05"
"4B";1;"BBCH 69";"2024-06-05"
"4B";1;"BBCH 69";"2024-06-05"
"4B";3;"BBCH 69";"2024-06-05"
"4B";1;"BBCH 69";"2024-06-05"
"4B";2;"BBCH 69";"2024-06-05"
"4B";4;"BBCH 69";"2024-06-05"
"4B";1;"BBCH 69";"2024-06-05"
"4B";1;"BBCH 69";"2024-06-05"
"4B";2;"BBCH 69";"2024-06-05"
"4B";8;"BBCH 69";"2024-06-05"
"4B";6;"BBCH 69";"2024-06-05"
"4B";1;"BBCH 69";"2024-06-05"
"4B";1;"BBCH 69";"2024-06-05"
"4B";12;"BBCH 69";"2024-06-05"
"4B";4;"BBCH 69";"2024-06-05"
"4B";1;"BBCH 69";"2024-06-05"
"4B";1;"BBCH 69";"2024-06-05"
"4B";1;"BBCH 69";"2024-06-05"
"4B";1;"BBCH 69";"2024-06-05"
"4B";8;"BBCH 69";"2024-06-05"
"4B";1;"BBCH 69";"2024-06-05"
"4B";1;"BBCH 69";"2024-06-05"
"4B";4;"BBCH 69";"2024-06-05"
"4B";5;"BBCH 69";"2024-06-05"
"4B";3;"BBCH 69";"2024-06-05"
"4B";2;"BBCH 69";"2024-06-05"
"4B";3;"BBCH 69";"2024-06-05"
"4B";7;"BBCH 69";"2024-06-05"
"4B";2;"BBCH 69";"2024-06-05"
"4B";2;"BBCH 69";"2024-06-05"
"4B";1;"BBCH 69";"2024-06-05"
"4B";3;"BBCH 69";"2024-06-05"
"4B";2;"BBCH 69";"2024-06-05"
"4B";2;"BBCH 69";"2024-06-05"
"4C";2;"BBCH 69";"2024-06-05"
"4C";2;"BBCH 69";"2024-06-05"
"4C";1;"BBCH 69";"2024-06-05"
"4C";1;"BBCH 69";"2024-06-05"
"4C";1;"BBCH 69";"2024-06-05"
"4C";2;"BBCH 69";"2024-06-05"
"4C";2;"BBCH 69";"2024-06-05"
"4C";4;"BBCH 69";"2024-06-05"
"4C";3;"BBCH 69";"2024-06-05"
"4C";1;"BBCH 69";"2024-06-05"
"4C";1;"BBCH 69";"2024-06-05"
"4C";3;"BBCH 69";"2024-06-05"
"4C";4;"BBCH 69";"2024-06-05"
"4C";4;"BBCH 69";"2024-06-05"
"4C";1;"BBCH 69";"2024-06-05"
"4C";2;"BBCH 69";"2024-06-05"
"4C";3;"BBCH 69";"2024-06-05"
"4C";2;"BBCH 69";"2024-06-05"
"4C";1;"BBCH 69";"2024-06-05"
"4C";1;"BBCH 69";"2024-06-05"
"4C";4;"BBCH 69";"2024-06-05"
"4C";2;"BBCH 69";"2024-06-05"
"4C";2;"BBCH 69";"2024-06-05"
"4C";1;"BBCH 69";"2024-06-05"
"4C";2;"BBCH 69";"2024-06-05"
"4C";4;"BBCH 69";"2024-06-05"
"4C";5;"BBCH 69";"2024-06-05"
"4C";2;"BBCH 69";"2024-06-05"
"4C";4;"BBCH 69";"2024-06-05"
"4C";1;"BBCH 69";"2024-06-05"
"4C";2;"BBCH 69";"2024-06-05"
"4C";2;"BBCH 69";"2024-06-05"
"4C";1;"BBCH 69";"2024-06-05"
"4C";4;"BBCH 69";"2024-06-05"
"4C";1;"BBCH 69";"2024-06-05"
"4C";2;"BBCH 69";"2024-06-05"
"4C";1;"BBCH 69";"2024-06-05"
"4C";2;"BBCH 69";"2024-06-05"
"4C";1;"BBCH 69";"2024-06-05"
"4C";1;"BBCH 69";"2024-06-05"
"4C";2;"BBCH 69";"2024-06-05"
"4C";3;"BBCH 69";"2024-06-05"
"4C";1;"BBCH 69";"2024-06-05"
"4C";1;"BBCH 69";"2024-06-05"
"4C";2;"BBCH 69";"2024-06-05"
"4C";3;"BBCH 69";"2024-06-05"
"4C";1;"BBCH 69";"2024-06-05"
"4C";1;"BBCH 69";"2024-06-05"
"4C";1;"BBCH 69";"2024-06-05"
"4C";1;"BBCH 69";"2024-06-05"
"4C";4;"BBCH 69";"2024-06-05"
"4C";7;"BBCH 69";"2024-06-05"
"4C";4;"BBCH 69";"2024-06-05"
"4C";3;"BBCH 69";"2024-06-05"
"4C";2;"BBCH 69";"2024-06-05"
"4C";2;"BBCH 69";"2024-06-05"
"4C";3;"BBCH 69";"2024-06-05"
"4C";4;"BBCH 69";"2024-06-05"
"4C";2;"BBCH 69";"2024-06-05"
"4C";1;"BBCH 69";"2024-06-05"
"4C";2;"BBCH 69";"2024-06-05"
"4C";1;"BBCH 69";"2024-06-05"
"4C";4;"BBCH 69";"2024-06-05"
"4C";1;"BBCH 69";"2024-06-05"
"4C";3;"BBCH 69";"2024-06-05"
"4C";2;"BBCH 69";"2024-06-05"
"4C";1;"BBCH 69";"2024-06-05"
"4D";1;"BBCH 69";"2024-06-05"
"4D";1;"BBCH 69";"2024-06-05"
"4D";2;"BBCH 69";"2024-06-05"
"4D";2;"BBCH 69";"2024-06-05"
"4D";2;"BBCH 69";"2024-06-05"
"4D";1;"BBCH 69";"2024-06-05"
"4D";1;"BBCH 69";"2024-06-05"
"4D";2;"BBCH 69";"2024-06-05"
"4D";3;"BBCH 69";"2024-06-05"
"4D";1;"BBCH 69";"2024-06-05"
"4D";1;"BBCH 69";"2024-06-05"
"4D";4;"BBCH 69";"2024-06-05"
"4D";2;"BBCH 69";"2024-06-05"
"4D";7;"BBCH 69";"2024-06-05"
"4D";1;"BBCH 69";"2024-06-05"
"4D";1;"BBCH 69";"2024-06-05"
"4D";4;"BBCH 69";"2024-06-05"
"4D";4;"BBCH 69";"2024-06-05"
"4D";3;"BBCH 69";"2024-06-05"
"4D";3;"BBCH 69";"2024-06-05"
"4D";2;"BBCH 69";"2024-06-05"
"4D";5;"BBCH 69";"2024-06-05"
"4D";2;"BBCH 69";"2024-06-05"
"4D";2;"BBCH 69";"2024-06-05"
"4D";3;"BBCH 69";"2024-06-05"
"4D";4;"BBCH 69";"2024-06-05"
"4D";1;"BBCH 69";"2024-06-05"
"4D";1;"BBCH 69";"2024-06-05"
"4D";1;"BBCH 69";"2024-06-05"
"4D";1;"BBCH 69";"2024-06-05"
"4D";1;"BBCH 69";"2024-06-05"
"4D";1;"BBCH 69";"2024-06-05"
"4D";3;"BBCH 69";"2024-06-05"
"4D";2;"BBCH 69";"2024-06-05"
"4D";1;"BBCH 69";"2024-06-05"
"4D";3;"BBCH 69";"2024-06-05"
"4D";1;"BBCH 69";"2024-06-05"
"4D";1;"BBCH 69";"2024-06-05"
"4D";4;"BBCH 69";"2024-06-05"
"4D";1;"BBCH 69";"2024-06-05"
"4D";3;"BBCH 69";"2024-06-05"
"4D";3;"BBCH 69";"2024-06-05"
"4D";1;"BBCH 69";"2024-06-05"
"4D";1;"BBCH 69";"2024-06-05"
"4D";1;"BBCH 69";"2024-06-05"
"4D";3;"BBCH 69";"2024-06-05"
"4D";4;"BBCH 69";"2024-06-05"
"4D";5;"BBCH 69";"2024-06-05"
"5A";2;"BBCH 69";"2024-06-05"
"5A";2;"BBCH 69";"2024-06-05"
"5A";2;"BBCH 69";"2024-06-05"
"5A";4;"BBCH 69";"2024-06-05"
"5A";2;"BBCH 69";"2024-06-05"
"5A";2;"BBCH 69";"2024-06-05"
"5A";1;"BBCH 69";"2024-06-05"
"5A";3;"BBCH 69";"2024-06-05"
"5A";4;"BBCH 69";"2024-06-05"
"5A";1;"BBCH 69";"2024-06-05"
"5A";1;"BBCH 69";"2024-06-05"
"5A";3;"BBCH 69";"2024-06-05"
"5A";2;"BBCH 69";"2024-06-05"
"5A";2;"BBCH 69";"2024-06-05"
"5A";2;"BBCH 69";"2024-06-05"
"5A";2;"BBCH 69";"2024-06-05"
"5A";1;"BBCH 69";"2024-06-05"
"5A";1;"BBCH 69";"2024-06-05"
"5A";1;"BBCH 69";"2024-06-05"
"5A";1;"BBCH 69";"2024-06-05"
"5A";1;"BBCH 69";"2024-06-05"
"5A";3;"BBCH 69";"2024-06-05"
"5A";2;"BBCH 69";"2024-06-05"
"5A";1;"BBCH 69";"2024-06-05"
"5A";1;"BBCH 69";"2024-06-05"
"5A";2;"BBCH 69";"2024-06-05"
"5A";3;"BBCH 69";"2024-06-05"
"5A";1;"BBCH 69";"2024-06-05"
"5A";2;"BBCH 69";"2024-06-05"
"5A";3;"BBCH 69";"2024-06-05"
"5A";1;"BBCH 69";"2024-06-05"
"5A";1;"BBCH 69";"2024-06-05"
"5A";3;"BBCH 69";"2024-06-05"
"5A";3;"BBCH 69";"2024-06-05"
"5A";2;"BBCH 69";"2024-06-05"
"5A";4;"BBCH 69";"2024-06-05"
"5A";1;"BBCH 69";"2024-06-05"
"5A";2;"BBCH 69";"2024-06-05"
"5A";1;"BBCH 69";"2024-06-05"
"5A";2;"BBCH 69";"2024-06-05"
"5A";1;"BBCH 69";"2024-06-05"
"5A";2;"BBCH 69";"2024-06-05"
"5A";1;"BBCH 69";"2024-06-05"
"5A";2;"BBCH 69";"2024-06-05"
"5B";5;"BBCH 69";"2024-06-05"
"5B";3;"BBCH 69";"2024-06-05"
"5B";1;"BBCH 69";"2024-06-05"
"5B";1;"BBCH 69";"2024-06-05"
"5B";3;"BBCH 69";"2024-06-05"
"5B";4;"BBCH 69";"2024-06-05"
"5B";1;"BBCH 69";"2024-06-05"
"5B";1;"BBCH 69";"2024-06-05"
"5B";2;"BBCH 69";"2024-06-05"
"5B";1;"BBCH 69";"2024-06-05"
"5B";1;"BBCH 69";"2024-06-05"
"5B";4;"BBCH 69";"2024-06-05"
"5B";5;"BBCH 69";"2024-06-05"
"5B";3;"BBCH 69";"2024-06-05"
"5B";5;"BBCH 69";"2024-06-05"
"5B";12;"BBCH 69";"2024-06-05"
"5B";2;"BBCH 69";"2024-06-05"
"5B";2;"BBCH 69";"2024-06-05"
"5B";2;"BBCH 69";"2024-06-05"
"5B";3;"BBCH 69";"2024-06-05"
"5B";1;"BBCH 69";"2024-06-05"
"5B";5;"BBCH 69";"2024-06-05"
"5B";4;"BBCH 69";"2024-06-05"
"5B";4;"BBCH 69";"2024-06-05"
"5B";5;"BBCH 69";"2024-06-05"
"5B";4;"BBCH 69";"2024-06-05"
"5B";5;"BBCH 69";"2024-06-05"
"5B";3;"BBCH 69";"2024-06-05"
"5B";6;"BBCH 69";"2024-06-05"
"5B";1;"BBCH 69";"2024-06-05"
"5B";3;"BBCH 69";"2024-06-05"
"5B";6;"BBCH 69";"2024-06-05"
"5B";12;"BBCH 69";"2024-06-05"
"5B";4;"BBCH 69";"2024-06-05"
"5B";3;"BBCH 69";"2024-06-05"
"5B";1;"BBCH 69";"2024-06-05"
"5B";4;"BBCH 69";"2024-06-05"
